mac_cliente,mac_ap,banda,rssi,time_step
148.233.121.198.198.71,0.66.104.213.240.0,0,-40,105
120.228.0.57.52.255,0.66.104.213.240.0,0,-68,105
120.228.0.57.52.255,0.66.104.213.240.0,0,-69,106
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,106
172.253.206.125.31.69,0.66.104.213.240.0,0,-52,106
24.33.149.227.215.219,44.208.45.106.167.16,0,-85,106
148.233.121.198.198.71,0.66.104.213.240.0,0,-40,106
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,106
176.197.89.188.18.183,44.208.45.106.167.16,0,-30,106
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,106
240.3.140.45.251.130,44.208.45.125.172.128,0,-95,106
148.233.121.198.198.71,0.66.104.213.240.0,0,-40,107
120.228.0.57.52.255,0.66.104.213.240.0,0,-69,107
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,107
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,107
24.33.149.227.215.219,44.208.45.106.167.16,0,-89,107
172.253.206.125.31.69,0.66.104.213.240.0,0,-80,107
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,107
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,107
176.197.89.188.18.183,44.208.45.106.167.16,0,-30,107
8.212.12.130.83.142,0.66.104.213.240.0,1,-80,108
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,108
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,108
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,108
120.228.0.57.52.255,0.66.104.213.240.0,0,-70,108
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,108
24.33.149.227.215.219,44.208.45.106.167.16,0,-89,108
176.197.89.188.18.183,44.208.45.106.167.16,0,-30,108
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,108
176.197.89.188.18.183,44.208.45.106.167.16,0,-34,109
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,109
172.253.206.125.31.69,0.66.104.213.240.0,0,-96,109
24.33.149.227.215.219,44.208.45.106.167.16,0,-87,109
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,109
120.228.0.57.52.255,0.66.104.213.240.0,0,-70,109
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,109
8.212.12.130.83.142,0.66.104.213.240.0,1,-78,109
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,109
24.33.149.227.215.219,44.208.45.106.167.16,0,-86,110
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,110
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,110
120.228.0.57.52.255,0.66.104.213.240.0,0,-71,110
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,110
176.197.89.188.18.183,44.208.45.106.167.16,0,-34,110
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,110
8.212.12.130.83.142,0.66.104.213.240.0,1,-76,110
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,110
24.33.149.227.215.219,44.208.45.106.167.16,0,-85,111
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,111
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,111
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,111
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,111
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,111
172.253.206.125.31.69,0.66.104.213.240.0,0,-93,111
176.197.89.188.18.183,44.208.45.106.167.16,0,-33,111
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,112
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,112
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,112
172.253.206.125.31.69,0.66.104.213.240.0,0,-95,112
24.33.149.227.215.219,44.208.45.106.167.16,0,-87,112
148.233.121.198.198.71,0.66.104.213.240.0,0,-42,112
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,112
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,113
148.233.121.198.198.71,0.66.104.213.240.0,0,-45,113
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,113
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,113
240.3.140.45.251.130,44.208.45.125.172.128,0,-91,113
24.33.149.227.215.219,44.208.45.106.167.16,0,-90,113
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,113
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,114
148.233.121.198.198.71,0.66.104.213.240.0,0,-47,114
8.212.12.130.83.142,0.66.104.213.240.0,1,-80,114
24.33.149.227.215.219,44.208.45.106.167.16,0,-91,114
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,114
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,114
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,114
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,115
148.233.121.198.198.71,0.66.104.213.240.0,0,-47,115
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,115
8.212.12.130.83.142,0.66.104.213.240.0,1,-82,115
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,115
24.33.149.227.215.219,44.208.45.106.167.16,0,-90,115
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,115
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,116
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,116
8.212.12.130.83.142,0.66.104.213.240.0,1,-81,116
148.233.121.198.198.71,0.66.104.213.240.0,0,-48,116
24.33.149.227.215.219,44.208.45.106.167.16,0,-88,116
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,116
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,116
8.212.12.130.83.142,0.66.104.213.240.0,1,-80,117
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,117
24.33.149.227.215.219,44.208.45.106.167.16,0,-85,117
172.253.206.125.31.69,0.66.104.213.240.0,0,-89,117
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,117
148.233.121.198.198.71,0.66.104.213.240.0,0,-46,117
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,117
172.253.206.125.31.69,0.66.104.213.240.0,0,-60,118
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,118
148.233.121.198.198.71,0.66.104.213.240.0,0,-42,118
240.3.140.45.251.130,44.208.45.125.172.128,0,-88,118
8.212.12.130.83.142,0.66.104.213.240.0,1,-79,118
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,118
240.3.140.45.251.130,44.208.45.125.172.128,0,-88,119
172.253.206.125.31.69,0.66.104.213.240.0,0,-65,119
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,119
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,119
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,119
148.233.121.198.198.71,0.66.104.213.240.0,0,-38,119
240.3.140.45.251.130,44.208.45.125.172.128,0,-88,120
172.253.206.125.31.69,0.66.104.213.240.0,0,-96,120
8.212.12.130.83.142,0.66.104.213.240.0,1,-79,120
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,120
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,120
8.212.12.130.83.142,0.66.104.213.240.0,1,-82,121
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,121
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,121
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,121
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,122
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,122
8.212.12.130.83.142,0.66.104.213.240.0,1,-81,122
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,122
8.212.12.130.83.142,0.66.104.213.240.0,1,-78,123
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,123
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,123
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,123
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,123
40.39.191.157.33.63,44.208.45.125.172.128,0,-96,124
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,124
8.212.12.130.83.142,0.66.104.213.240.0,1,-76,124
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,124
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,124
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,125
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,125
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,125
240.3.140.45.251.130,44.208.45.125.172.128,0,-91,125
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,126
176.197.89.188.18.183,44.208.45.125.172.128,0,-65,126
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,126
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,126
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,126
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,126
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,127
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,127
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,127
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,127
176.197.89.188.18.183,44.208.45.125.172.128,0,-58,127
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,127
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,127
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,128
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,128
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,128
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,128
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,128
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,128
176.197.89.188.18.183,44.208.45.125.172.128,0,-54,128
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,129
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,129
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,129
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,129
176.197.89.188.18.183,44.208.45.125.172.128,0,-58,129
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,129
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,130
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,130
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,130
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,130
176.197.89.188.18.183,44.208.45.125.172.128,0,-59,130
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,130
176.197.89.188.18.183,44.208.45.125.172.128,0,-59,131
120.228.0.57.52.255,44.208.45.106.167.16,0,-87,131
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,131
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,131
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,131
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,131
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,132
176.197.89.188.18.183,44.208.45.125.172.128,0,-58,132
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,132
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,132
240.3.140.45.251.130,44.208.45.125.172.128,0,-95,132
24.33.149.227.215.219,44.208.45.125.172.128,0,-93,132
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,132
176.197.89.188.18.183,44.208.45.125.172.128,0,-58,133
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,133
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,133
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,133
240.3.140.45.251.130,44.208.45.125.172.128,0,-96,133
24.33.149.227.215.219,44.208.45.125.172.128,0,-93,133
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,133
176.197.89.188.18.183,44.208.45.125.172.128,0,-62,134
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,134
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,134
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,134
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,134
240.3.140.45.251.130,44.208.45.125.172.128,0,-95,134
148.233.121.198.198.71,44.208.45.106.167.16,0,-89,134
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,134
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,135
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,135
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,135
148.233.121.198.198.71,44.208.45.106.167.16,0,-88,135
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,135
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,135
120.228.0.57.52.255,44.208.45.106.167.16,0,-86,135
176.197.89.188.18.183,44.208.45.125.172.128,0,-63,135
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,136
148.233.121.198.198.71,44.208.45.106.167.16,0,-77,136
176.197.89.188.18.183,44.208.45.125.172.128,0,-57,136
40.39.191.157.33.63,44.208.45.127.103.160,0,-66,136
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,136
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,136
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,136
240.3.140.45.251.130,44.208.45.125.172.128,0,-94,136
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,136
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,137
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,137
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,137
176.197.89.188.18.183,44.208.45.125.172.128,0,-56,137
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,137
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,137
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,137
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,137
148.233.121.198.198.71,44.208.45.106.167.16,0,-91,137
176.197.89.188.18.183,44.208.45.125.172.128,0,-60,138
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,138
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,138
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,138
240.3.140.45.251.130,44.208.45.125.172.128,0,-93,138
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,138
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,138
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,138
148.233.121.198.198.71,44.208.45.106.167.16,0,-90,138
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,139
148.233.121.198.198.71,44.208.45.106.167.16,0,-86,139
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,139
120.228.0.57.52.255,44.208.45.106.167.16,0,-85,139
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,139
176.197.89.188.18.183,44.208.45.125.172.128,0,-60,139
8.212.12.130.83.142,44.208.45.106.167.16,0,-90,139
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,139
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,139
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,139
240.3.140.45.251.130,44.208.45.125.172.128,0,-92,140
148.233.121.198.198.71,44.208.45.106.167.16,0,-89,140
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,140
8.212.12.130.83.142,44.208.45.106.167.16,0,-88,140
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,140
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,140
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,140
176.197.89.188.18.183,44.208.45.125.172.128,0,-58,140
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,140
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,141
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,141
148.233.121.198.198.71,44.208.45.106.167.16,0,-78,141
240.3.140.45.251.130,44.208.45.125.172.128,0,-91,141
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,141
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,141
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,141
8.212.12.130.83.142,44.208.45.106.167.16,0,-84,141
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,142
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,142
8.212.12.130.83.142,44.208.45.106.167.16,0,-83,142
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,142
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,142
148.233.121.198.198.71,44.208.45.106.167.16,0,-86,142
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,142
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,142
8.212.12.130.83.142,44.208.45.106.167.16,0,-88,143
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,143
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,143
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,143
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,143
148.233.121.198.198.71,44.208.45.106.167.16,0,-93,143
240.3.140.45.251.130,44.208.45.125.172.128,0,-90,143
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,143
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,144
148.233.121.198.198.71,44.208.45.106.167.16,0,-84,144
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,144
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,144
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,144
8.212.12.130.83.142,44.208.45.106.167.16,0,-79,144
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,144
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,144
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,145
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,145
216.252.147.127.63.210,44.208.45.106.167.16,1,-42,145
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,145
240.3.140.45.251.130,44.208.45.125.172.128,0,-89,145
8.212.12.130.83.142,44.208.45.106.167.16,0,-84,145
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,145
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,146
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,146
8.212.12.130.83.142,44.208.45.106.167.16,0,-82,146
240.3.140.45.251.130,44.208.45.125.172.128,0,-88,146
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,146
24.33.149.227.215.219,44.208.45.125.172.128,0,-93,146
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,146
8.212.12.130.83.142,44.208.45.106.167.16,0,-87,147
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,147
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,147
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,147
24.33.149.227.215.219,44.208.45.125.172.128,0,-93,147
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,147
240.3.140.45.251.130,44.208.45.125.172.128,0,-88,147
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,148
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,148
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,148
8.212.12.130.83.142,44.208.45.106.167.16,0,-89,148
24.33.149.227.215.219,44.208.45.125.172.128,0,-93,148
216.252.147.127.63.210,44.208.45.106.167.16,1,-43,148
8.212.12.130.83.142,44.208.45.106.167.16,0,-87,149
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,149
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,149
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,149
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,149
172.253.206.125.31.69,0.66.104.213.240.0,1,-63,149
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,150
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,150
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,150
8.212.12.130.83.142,44.208.45.106.167.16,0,-83,150
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,150
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,150
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,150
216.252.147.127.63.210,44.208.45.106.167.16,1,-44,151
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,151
8.212.12.130.83.142,44.208.45.106.167.16,0,-88,151
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,151
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,151
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,151
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,151
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,152
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,152
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,152
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,152
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,152
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,152
8.212.12.130.83.142,44.208.45.106.167.16,0,-82,152
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,153
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,153
8.212.12.130.83.142,44.208.45.106.167.16,0,-79,153
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,153
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,153
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,153
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,153
8.212.12.130.83.142,44.208.45.106.167.16,0,-83,154
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,154
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,154
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,154
216.252.147.127.63.210,44.208.45.106.167.16,1,-45,154
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,154
176.197.89.188.18.183,44.208.45.127.103.160,0,-76,154
8.212.12.130.83.142,44.208.45.106.167.16,0,-85,155
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,155
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,155
176.197.89.188.18.183,44.208.45.127.103.160,0,-74,155
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,155
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,155
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,155
176.197.89.188.18.183,44.208.45.127.103.160,0,-73,156
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,156
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,156
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,156
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,156
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,156
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,157
216.252.147.127.63.210,44.208.45.106.167.16,1,-46,157
24.33.149.227.215.219,44.208.45.125.172.128,0,-96,157
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,157
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,157
164.186.219.182.232.26,44.208.45.106.167.16,1,-82,157
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,158
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,158
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,158
216.252.147.127.63.210,44.208.45.106.167.16,1,-47,158
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,158
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,159
148.233.121.198.198.71,44.208.45.125.172.128,0,-92,159
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,159
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,159
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,159
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,160
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,160
24.33.149.227.215.219,44.208.45.125.172.128,0,-94,160
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,160
148.233.121.198.198.71,44.208.45.125.172.128,0,-91,160
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,161
240.3.140.45.251.130,44.208.45.127.103.160,0,-95,161
148.233.121.198.198.71,44.208.45.125.172.128,0,-91,161
24.33.149.227.215.219,44.208.45.125.172.128,0,-95,161
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,161
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,161
240.3.140.45.251.130,44.208.45.127.103.160,0,-94,162
24.33.149.227.215.219,44.208.45.125.172.128,0,-96,162
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,162
148.233.121.198.198.71,44.208.45.125.172.128,0,-85,162
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,162
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,162
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,163
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,163
148.233.121.198.198.71,44.208.45.125.172.128,0,-80,163
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,163
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,163
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,163
40.39.191.157.33.63,44.208.45.127.103.160,0,-66,164
148.233.121.198.198.71,44.208.45.125.172.128,0,-86,164
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,164
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,164
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,164
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,164
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,165
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,165
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,165
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,165
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,165
172.253.206.125.31.69,44.208.45.106.167.16,0,-47,165
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,165
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,166
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,166
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,166
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,166
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,166
172.253.206.125.31.69,44.208.45.106.167.16,0,-52,166
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,166
176.197.89.188.18.183,44.208.45.127.103.160,0,-73,166
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,167
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,167
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,167
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,167
172.253.206.125.31.69,44.208.45.106.167.16,0,-53,167
176.197.89.188.18.183,44.208.45.127.103.160,0,-73,167
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,167
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,167
176.197.89.188.18.183,44.208.45.127.103.160,0,-74,168
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,168
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,168
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,168
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,168
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,168
172.253.206.125.31.69,44.208.45.106.167.16,0,-50,168
148.233.121.198.198.71,44.208.45.125.172.128,0,-88,168
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,169
176.197.89.188.18.183,44.208.45.127.103.160,0,-74,169
216.252.147.127.63.210,44.208.45.125.172.128,0,-62,169
172.253.206.125.31.69,44.208.45.106.167.16,0,-50,169
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,169
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,169
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,169
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,169
148.233.121.198.198.71,44.208.45.125.172.128,0,-83,169
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,170
216.252.147.127.63.210,44.208.45.125.172.128,0,-61,170
