0.4562,0.0133,0.0006,0.0238,0.0009,0.0043,0.0006,0.0750,0.0006,0.1803,0.0011,0.0076,0.0008,0.0797,0.0009,0.0391,0.0014,0.0077,0.0021,0.0465,0.0011,0.0555,0.0008
0.4556,0.0104,0.0024,0.0164,0.0027,0.0055,0.0025,0.1163,0.0024,0.1685,0.0030,0.0071,0.0027,0.0609,0.0027,0.0244,0.0032,0.0071,0.0036,0.0594,0.0029,0.0376,0.0026
0.5064,0.0138,0.0048,0.0204,0.0051,0.0091,0.0053,0.0596,0.0045,0.1315,0.0052,0.0106,0.0049,0.0347,0.0045,0.0408,0.0052,0.0098,0.0055,0.0461,0.0048,0.0629,0.0045
0.4445,0.0216,0.0065,0.0327,0.0070,0.0126,0.0069,0.0752,0.0063,0.0787,0.0073,0.0156,0.0069,0.0508,0.0067,0.0501,0.0074,0.0150,0.0080,0.0545,0.0070,0.0723,0.0064
0.4566,0.0236,0.0082,0.0315,0.0091,0.0166,0.0088,0.0515,0.0079,0.0912,0.0093,0.0191,0.0087,0.0537,0.0083,0.0410,0.0097,0.0184,0.0107,0.0446,0.0089,0.0546,0.0080
0.4689,0.0164,0.0048,0.0200,0.0057,0.0128,0.0056,0.0178,0.0045,0.2265,0.0068,0.0149,0.0053,0.0269,0.0047,0.0261,0.0060,0.0132,0.0066,0.0662,0.0053,0.0300,0.0050
0.3146,0.0249,0.0077,0.0285,0.0087,0.0178,0.0097,0.0388,0.0073,0.2930,0.0138,0.0216,0.0084,0.0428,0.0076,0.0305,0.0089,0.0184,0.0095,0.0336,0.0082,0.0374,0.0083
0.4034,0.0305,0.0064,0.0359,0.0076,0.0170,0.0083,0.0543,0.0061,0.1423,0.0139,0.0227,0.0074,0.0521,0.0069,0.0408,0.0083,0.0208,0.0095,0.0430,0.0077,0.0475,0.0077
0.6421,0.0140,0.0030,0.0160,0.0037,0.0089,0.0041,0.0268,0.0029,0.1273,0.0076,0.0115,0.0036,0.0245,0.0035,0.0220,0.0043,0.0102,0.0050,0.0234,0.0039,0.0279,0.0037
0.6259,0.0142,0.0052,0.0190,0.0057,0.0095,0.0054,0.0194,0.0052,0.0957,0.0063,0.0111,0.0058,0.0536,0.0058,0.0249,0.0063,0.0110,0.0069,0.0260,0.0060,0.0257,0.0055
0.5844,0.0200,0.0044,0.0287,0.0051,0.0115,0.0045,0.0321,0.0042,0.0781,0.0055,0.0149,0.0049,0.0369,0.0049,0.0370,0.0060,0.0147,0.0072,0.0413,0.0054,0.0437,0.0045
0.5221,0.0142,0.0044,0.0194,0.0050,0.0090,0.0044,0.0578,0.0043,0.1608,0.0055,0.0107,0.0050,0.0228,0.0051,0.0351,0.0058,0.0109,0.0066,0.0375,0.0054,0.0437,0.0047
0.4379,0.0136,0.0004,0.0203,0.0009,0.0048,0.0012,0.0687,0.0003,0.2632,0.0029,0.0083,0.0008,0.0313,0.0006,0.0367,0.0012,0.0078,0.0016,0.0417,0.0009,0.0537,0.0011
0.2773,0.0291,0.0047,0.0439,0.0054,0.0126,0.0048,0.0839,0.0046,0.1733,0.0061,0.0182,0.0053,0.0654,0.0054,0.0638,0.0065,0.0185,0.0078,0.0679,0.0059,0.0845,0.0050
0.4213,0.0100,0.0018,0.0146,0.0022,0.0049,0.0019,0.0317,0.0018,0.3388,0.0026,0.0069,0.0021,0.0576,0.0021,0.0212,0.0025,0.0065,0.0029,0.0259,0.0023,0.0361,0.0020
0.5406,0.0189,0.0061,0.0266,0.0066,0.0113,0.0064,0.0626,0.0060,0.1031,0.0070,0.0137,0.0066,0.0314,0.0065,0.0331,0.0072,0.0139,0.0080,0.0350,0.0068,0.0363,0.0062
0.3250,0.0194,0.0106,0.0233,0.0111,0.0160,0.0109,0.0361,0.0104,0.3109,0.0117,0.0165,0.0113,0.0305,0.0111,0.0251,0.0118,0.0161,0.0124,0.0267,0.0114,0.0310,0.0106
0.6598,0.0115,0.0032,0.0145,0.0036,0.0074,0.0034,0.0522,0.0031,0.1191,0.0038,0.0092,0.0035,0.0211,0.0033,0.0178,0.0040,0.0085,0.0045,0.0184,0.0036,0.0213,0.0032
0.6821,0.0186,0.0055,0.0197,0.0062,0.0122,0.0062,0.0313,0.0053,0.0351,0.0080,0.0149,0.0061,0.0279,0.0058,0.0220,0.0067,0.0137,0.0074,0.0234,0.0063,0.0298,0.0059
0.3753,0.0349,0.0061,0.0436,0.0075,0.0183,0.0065,0.0688,0.0059,0.0989,0.0092,0.0246,0.0072,0.0566,0.0073,0.0518,0.0091,0.0243,0.0109,0.0543,0.0082,0.0639,0.0069
