mac_cliente,mac_ap,banda,antena,rssi
0.12.231.145.42.105,24.139.157.125.121.192,0,1,-70
0.12.231.145.42.105,24.139.157.125.121.192,0,0,-85
0.12.231.145.42.105,24.139.157.125.121.192,0,1,-89
0.12.231.145.42.105,24.139.157.125.121.192,0,0,-70
0.12.231.145.42.105,24.139.157.125.121.192,0,1,-73
0.12.231.145.42.105,24.139.157.125.121.192,0,0,-75
0.12.231.145.42.105,24.139.157.125.121.192,0,1,-70
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-82
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-78
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-93
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-95
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-79
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-77
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-82
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-78
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-93
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-95
0.12.231.145.42.105,24.139.157.125.140.32,0,0,-79
0.12.231.145.42.105,24.139.157.125.140.32,0,1,-77
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-79
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-80
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-85
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-89
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-68
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-62
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-79
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-80
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-85
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-89
0.12.231.145.42.105,24.139.157.54.52.192,0,0,-68
0.12.231.145.42.105,24.139.157.54.52.192,0,1,-62
0.12.231.145.42.105,24.139.157.98.84.112,0,0,-87
0.12.231.145.42.105,24.139.157.98.84.112,0,1,-85
0.12.231.145.42.105,24.139.157.98.84.112,0,0,-87
0.12.231.145.42.105,24.139.157.98.84.112,0,1,-93
0.12.231.145.42.105,24.139.157.98.84.112,0,0,-87
0.12.231.145.42.105,24.139.157.98.84.112,0,1,-85
0.12.231.145.42.105,24.139.157.98.84.112,0,0,-87
0.12.231.145.42.105,24.139.157.98.84.112,0,1,-93
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-97
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-96
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-96
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-97
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-91
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-89
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-97
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-96
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-96
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-97
0.12.231.145.42.105,24.139.157.98.92.32,0,0,-91
0.12.231.145.42.105,24.139.157.98.92.32,0,1,-89
0.12.231.145.42.105,28.106.122.181.189.112,0,0,-91
0.12.231.145.42.105,28.106.122.181.189.112,0,1,-93
0.12.231.145.42.105,28.106.122.181.189.112,0,0,-93
0.12.231.145.42.105,28.106.122.181.189.112,0,1,-96
0.12.231.145.42.105,28.106.122.181.189.112,0,0,-91
0.12.231.145.42.105,28.106.122.181.189.112,0,1,-93
0.12.231.145.42.105,28.106.122.181.189.112,0,0,-93
0.12.231.145.42.105,28.106.122.181.189.112,0,1,-96
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-97
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-99
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-92
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-93
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-79
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-65
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-97
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-99
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-92
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-93
0.12.231.145.42.105,28.106.122.233.108.176,0,0,-79
0.12.231.145.42.105,28.106.122.233.108.176,0,1,-65
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-85
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-87
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-92
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-91
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-83
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-80
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-85
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-87
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-92
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-91
0.12.231.145.42.105,28.106.122.235.175.0,0,0,-83
0.12.231.145.42.105,28.106.122.235.175.0,0,1,-80
0.12.231.148.15.118,24.139.157.125.121.192,0,0,-90
0.12.231.148.15.118,24.139.157.125.121.192,0,1,-92
0.12.231.148.15.118,24.139.157.125.121.192,0,0,-90
0.12.231.148.15.118,24.139.157.125.121.192,0,1,-92
0.12.231.148.15.118,24.139.157.125.140.32,0,0,-74
0.12.231.148.15.118,24.139.157.125.140.32,0,1,-69
0.12.231.148.15.118,24.139.157.125.140.32,0,0,-74
0.12.231.148.15.118,24.139.157.125.140.32,0,1,-69
0.12.231.148.15.118,24.139.157.54.52.192,0,0,-88
0.12.231.148.15.118,24.139.157.54.52.192,0,1,-94
0.12.231.148.15.118,24.139.157.54.52.192,0,0,-88
0.12.231.148.15.118,24.139.157.54.52.192,0,1,-94
0.12.231.148.15.118,24.139.157.98.92.32,0,0,-96
0.12.231.148.15.118,24.139.157.98.92.32,0,1,-96
0.12.231.148.15.118,24.139.157.98.92.32,0,0,-96
0.12.231.148.15.118,24.139.157.98.92.32,0,1,-96
0.12.231.148.15.118,28.106.122.181.189.112,0,0,-92
0.12.231.148.15.118,28.106.122.181.189.112,0,1,-97
0.12.231.148.15.118,28.106.122.181.189.112,0,0,-92
0.12.231.148.15.118,28.106.122.181.189.112,0,1,-97
0.12.231.148.15.118,28.106.122.233.108.176,0,0,-86
0.12.231.148.15.118,28.106.122.233.108.176,0,1,-82
0.12.231.148.15.118,28.106.122.233.108.176,0,0,-86
0.12.231.148.15.118,28.106.122.233.108.176,0,1,-82
0.12.231.173.145.177,24.139.157.125.121.192,0,0,-90
0.12.231.173.145.177,24.139.157.125.121.192,0,1,-95
0.12.231.173.145.177,24.139.157.125.121.192,0,0,-90
0.12.231.173.145.177,24.139.157.125.121.192,0,1,-95
0.12.231.173.145.177,24.139.157.125.140.32,0,0,-89
0.12.231.173.145.177,24.139.157.125.140.32,0,1,-92
0.12.231.173.145.177,24.139.157.125.140.32,0,0,-89
0.12.231.173.145.177,24.139.157.125.140.32,0,1,-92
0.12.231.173.145.177,24.139.157.54.52.192,0,0,-89
0.12.231.173.145.177,24.139.157.54.52.192,0,1,-90
0.12.231.173.145.177,24.139.157.54.52.192,0,0,-89
0.12.231.173.145.177,24.139.157.54.52.192,0,1,-90
0.12.231.173.145.177,24.139.157.98.84.112,0,0,-88
0.12.231.173.145.177,24.139.157.98.84.112,0,1,-90
0.12.231.173.145.177,24.139.157.98.84.112,0,0,-88
0.12.231.173.145.177,24.139.157.98.84.112,0,1,-90
0.12.231.173.145.177,24.139.157.98.92.32,0,0,-93
0.12.231.173.145.177,24.139.157.98.92.32,0,1,-93
0.12.231.173.145.177,24.139.157.98.92.32,0,0,-93
0.12.231.173.145.177,24.139.157.98.92.32,0,1,-93
0.12.231.173.145.177,28.106.122.181.189.112,0,0,-84
0.12.231.173.145.177,28.106.122.181.189.112,0,1,-83
0.12.231.173.145.177,28.106.122.181.189.112,0,0,-84
0.12.231.173.145.177,28.106.122.181.189.112,0,1,-83
0.12.231.173.145.177,28.106.122.233.108.176,0,0,-86
0.12.231.173.145.177,28.106.122.233.108.176,0,1,-86
0.12.231.173.145.177,28.106.122.233.108.176,0,0,-86
0.12.231.173.145.177,28.106.122.233.108.176,0,1,-86
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-74
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-89
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-73
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-76
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-82
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-75
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-73
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-74
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-75
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-80
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-89
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-92
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-86
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-85
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-79
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-79
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-86
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-80
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-85
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-82
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-74
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-89
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-73
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-76
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-82
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-75
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-73
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-74
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-75
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-80
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-89
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-92
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-86
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-88
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-85
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-79
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-81
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-79
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-83
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-86
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-87
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-80
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-85
0.128.146.168.121.118,24.139.157.125.121.192,0,0,-82
0.128.146.168.121.118,24.139.157.125.121.192,0,1,-84
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-93
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-94
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-96
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-98
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-93
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-97
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-95
0.128.146.168.121.118,24.139.157.54.52.192,0,0,-99
0.128.146.168.121.118,24.139.157.54.52.192,0,1,-99
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-72
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-65
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-58
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-62
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-80
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-70
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-81
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-69
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-75
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-78
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-60
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-60
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-77
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-74
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-65
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-61
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-69
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-71
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-79
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-78
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-65
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-62
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-59
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-62
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-72
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-65
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-58
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-62
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-80
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-70
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-81
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-69
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-75
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-78
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-60
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-66
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-60
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-77
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-68
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-63
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-74
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-65
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-61
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-69
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-64
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-71
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-73
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-76
0.128.146.168.121.118,24.139.157.98.84.112,0,0,-79
0.128.146.168.121.118,24.139.157.98.84.112,0,1,-78
