mac_cliente,mac_ap,banda,antena,rssi,date,time
8.212.12.130.83.142,0.66.104.213.240.0,0,0,-71,2018-09-03,15:05
8.212.12.130.83.142,0.66.104.213.240.0,0,1,-76,2018-09-03,15:05
8.212.12.130.83.142,0.66.104.213.240.0,1,0,-89,2018-09-03,15:05
8.212.12.130.83.142,0.66.104.213.240.0,1,1,-88,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.106.167.16,0,0,-92,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.106.167.16,0,1,-89,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.125.172.128,0,0,-83,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.125.172.128,0,1,-83,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.67.64,0,0,-60,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.67.64,0,1,-54,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.67.64,1,0,-45,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.67.64,1,1,-53,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.103.160,0,0,-95,2018-09-03,15:05
8.212.12.130.83.142,44.208.45.127.103.160,0,1,-96,2018-09-03,15:05
104.83.88.164.135.203,44.208.45.127.103.160,1,0,-58,2018-09-03,15:05
104.83.88.164.135.203,44.208.45.127.103.160,1,1,-68,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.106.167.16,0,0,-43,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.106.167.16,0,1,-44,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.106.167.16,1,0,-63,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.106.167.16,1,1,-61,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.125.172.128,1,0,-80,2018-09-03,15:05
104.83.88.164.143.120,44.208.45.125.172.128,1,1,-72,2018-09-03,15:05
104.83.88.164.143.196,0.66.104.213.240.0,0,0,-95,2018-09-03,15:05
104.83.88.164.143.196,0.66.104.213.240.0,0,1,-96,2018-09-03,15:05
104.83.88.164.143.196,0.66.104.213.240.0,1,0,-62,2018-09-03,15:05
104.83.88.164.143.196,0.66.104.213.240.0,1,1,-59,2018-09-03,15:05
