mac_cliente,mac_ap,banda,antena,rssi
0.10.245.166.201.4,56.28.26.197.80.128,0,1,-83
0.10.245.166.201.4,56.28.26.197.80.128,0,0,-82
0.10.245.166.201.4,56.28.26.197.80.128,0,1,-83
0.10.245.166.201.4,56.28.26.197.80.128,0,0,-82
0.10.245.166.201.4,56.28.26.197.80.128,0,1,-83
0.10.245.166.201.4,56.28.26.213.60.240,0,0,-87
0.10.245.166.201.4,56.28.26.213.60.240,0,1,-88
0.10.245.166.201.4,56.28.26.213.60.240,0,0,-87
0.10.245.166.201.4,56.28.26.213.60.240,0,1,-88
0.10.245.166.201.4,56.28.26.213.60.240,0,0,-87
0.10.245.166.201.4,56.28.26.213.60.240,0,1,-88
0.12.231.36.217.213,0.225.109.178.118.144,0,0,-91
0.12.231.36.217.213,0.225.109.178.118.144,0,1,-92
0.12.231.36.217.213,0.225.109.178.118.144,0,0,-91
0.12.231.36.217.213,0.225.109.178.118.144,0,1,-92
0.12.231.36.217.213,0.225.109.197.4.96,0,0,-92
0.12.231.36.217.213,0.225.109.197.4.96,0,1,-91
0.12.231.36.217.213,0.225.109.197.4.96,0,0,-92
0.12.231.36.217.213,0.225.109.197.4.96,0,1,-91
0.12.231.36.217.213,0.225.109.197.48.0,0,0,-92
0.12.231.36.217.213,0.225.109.197.48.0,0,1,-89
0.12.231.36.217.213,0.225.109.197.48.0,0,0,-92
0.12.231.36.217.213,0.225.109.197.48.0,0,1,-89
0.12.231.36.217.213,0.225.109.197.50.96,0,0,-92
0.12.231.36.217.213,0.225.109.197.50.96,0,1,-90
0.12.231.36.217.213,0.225.109.197.50.96,0,0,-92
0.12.231.36.217.213,0.225.109.197.50.96,0,1,-90
0.12.231.36.217.213,0.225.109.197.51.128,0,0,-88
0.12.231.36.217.213,0.225.109.197.51.128,0,1,-86
0.12.231.36.217.213,0.225.109.197.51.128,0,0,-88
0.12.231.36.217.213,0.225.109.197.51.128,0,1,-86
0.12.231.36.217.213,0.225.109.200.91.112,0,0,-63
0.12.231.36.217.213,0.225.109.200.91.112,0,1,-65
0.12.231.36.217.213,0.225.109.200.91.112,0,0,-63
0.12.231.36.217.213,0.225.109.200.91.112,0,1,-65
0.12.231.36.217.213,0.225.109.200.95.128,0,0,-93
0.12.231.36.217.213,0.225.109.200.95.128,0,1,-92
0.12.231.36.217.213,0.225.109.200.95.128,0,0,-93
0.12.231.36.217.213,0.225.109.200.95.128,0,1,-92
0.12.231.36.217.213,0.66.104.206.103.16,0,0,-96
0.12.231.36.217.213,0.66.104.206.103.16,0,1,-96
0.12.231.36.217.213,0.66.104.206.103.16,0,0,-96
0.12.231.36.217.213,0.66.104.206.103.16,0,1,-96
0.12.231.36.217.213,0.66.104.253.57.224,0,0,-92
0.12.231.36.217.213,0.66.104.253.57.224,0,1,-89
0.12.231.36.217.213,0.66.104.253.57.224,0,0,-92
0.12.231.36.217.213,0.66.104.253.57.224,0,1,-89
0.12.231.36.217.213,188.103.28.100.55.80,0,0,-58
0.12.231.36.217.213,188.103.28.100.55.80,0,1,-61
0.12.231.36.217.213,188.103.28.100.55.80,0,0,-58
0.12.231.36.217.213,188.103.28.100.55.80,0,1,-61
0.12.231.36.217.213,188.103.28.88.105.48,0,0,-93
0.12.231.36.217.213,188.103.28.88.105.48,0,1,-90
0.12.231.36.217.213,188.103.28.88.105.48,0,0,-93
0.12.231.36.217.213,188.103.28.88.105.48,0,1,-90
0.12.231.36.217.213,188.103.28.88.73.208,0,0,-91
0.12.231.36.217.213,188.103.28.88.73.208,0,1,-87
0.12.231.36.217.213,188.103.28.88.73.208,0,0,-91
0.12.231.36.217.213,188.103.28.88.73.208,0,1,-87
0.12.231.36.217.213,24.139.157.125.123.224,0,0,-95
0.12.231.36.217.213,24.139.157.125.123.224,0,1,-95
0.12.231.36.217.213,24.139.157.125.123.224,0,0,-95
0.12.231.36.217.213,24.139.157.125.123.224,0,1,-95
0.12.231.36.217.213,244.207.226.99.33.16,0,0,-99
0.12.231.36.217.213,244.207.226.99.33.16,0,1,-94
0.12.231.36.217.213,244.207.226.99.33.16,0,0,-99
0.12.231.36.217.213,244.207.226.99.33.16,0,1,-94
0.12.231.36.217.213,40.199.206.84.192.64,0,0,-91
0.12.231.36.217.213,40.199.206.84.192.64,0,1,-91
0.12.231.36.217.213,40.199.206.84.192.64,0,0,-91
0.12.231.36.217.213,40.199.206.84.192.64,0,1,-91
0.12.231.36.217.213,56.28.26.197.76.144,0,0,-76
0.12.231.36.217.213,56.28.26.197.76.144,0,1,-84
0.12.231.36.217.213,56.28.26.197.76.144,0,0,-76
0.12.231.36.217.213,56.28.26.197.76.144,0,1,-84
0.12.231.36.217.213,56.28.26.197.80.128,0,0,-70
0.12.231.36.217.213,56.28.26.197.80.128,0,1,-94
0.12.231.36.217.213,56.28.26.197.80.128,0,0,-70
0.12.231.36.217.213,56.28.26.197.80.128,0,1,-94
0.12.231.36.217.213,56.28.26.213.60.240,0,0,-89
0.12.231.36.217.213,56.28.26.213.60.240,0,1,-86
0.12.231.36.217.213,56.28.26.213.60.240,0,0,-89
0.12.231.36.217.213,56.28.26.213.60.240,0,1,-86
0.12.231.36.217.213,80.28.191.94.185.0,0,0,-92
0.12.231.36.217.213,80.28.191.94.185.0,0,1,-94
0.12.231.36.217.213,80.28.191.94.185.0,0,0,-92
0.12.231.36.217.213,80.28.191.94.185.0,0,1,-94
0.12.231.81.231.122,0.225.109.178.118.144,0,0,-91
0.12.231.81.231.122,0.225.109.178.118.144,0,1,-88
0.12.231.81.231.122,0.225.109.178.118.144,0,0,-91
0.12.231.81.231.122,0.225.109.178.118.144,0,1,-88
0.12.231.81.231.122,0.225.109.200.91.112,0,0,-90
0.12.231.81.231.122,0.225.109.200.91.112,0,1,-91
0.12.231.81.231.122,0.225.109.200.91.112,0,0,-90
0.12.231.81.231.122,0.225.109.200.91.112,0,1,-91
0.12.231.81.231.122,188.103.28.100.55.80,0,0,-81
0.12.231.81.231.122,188.103.28.100.55.80,0,1,-83
0.12.231.81.231.122,188.103.28.100.55.80,0,0,-81
0.12.231.81.231.122,188.103.28.100.55.80,0,1,-83
0.12.231.81.231.122,24.139.157.125.123.224,0,0,-93
0.12.231.81.231.122,24.139.157.125.123.224,0,1,-93
0.12.231.81.231.122,24.139.157.125.123.224,0,0,-93
0.12.231.81.231.122,24.139.157.125.123.224,0,1,-93
0.12.231.81.231.122,56.28.26.197.76.144,0,0,-66
0.12.231.81.231.122,56.28.26.197.76.144,0,1,-73
0.12.231.81.231.122,56.28.26.197.76.144,0,0,-66
0.12.231.81.231.122,56.28.26.197.76.144,0,1,-73
0.12.231.81.231.122,56.28.26.197.80.128,0,0,-75
0.12.231.81.231.122,56.28.26.197.80.128,0,1,-76
0.12.231.81.231.122,56.28.26.197.80.128,0,0,-75
0.12.231.81.231.122,56.28.26.197.80.128,0,1,-76
0.12.231.81.231.122,56.28.26.213.60.240,0,0,-87
0.12.231.81.231.122,56.28.26.213.60.240,0,1,-90
0.12.231.81.231.122,56.28.26.213.60.240,0,0,-87
0.12.231.81.231.122,56.28.26.213.60.240,0,1,-90
0.135.1.108.122.112,0.225.109.178.118.144,0,0,-84
0.135.1.108.122.112,0.225.109.178.118.144,0,1,-80
0.135.1.108.122.112,0.225.109.178.118.144,0,0,-84
0.135.1.108.122.112,0.225.109.178.118.144,0,1,-80
0.135.1.108.122.112,0.225.109.200.76.144,0,0,-94
0.135.1.108.122.112,0.225.109.200.76.144,0,1,-92
0.135.1.108.122.112,0.225.109.200.76.144,0,0,-94
0.135.1.108.122.112,0.225.109.200.76.144,0,1,-92
0.135.1.108.122.112,0.225.109.200.91.112,0,0,-89
0.135.1.108.122.112,0.225.109.200.91.112,0,1,-93
0.135.1.108.122.112,0.225.109.200.91.112,0,0,-89
0.135.1.108.122.112,0.225.109.200.91.112,0,1,-93
0.135.1.108.122.112,0.225.109.200.95.128,0,0,-87
0.135.1.108.122.112,0.225.109.200.95.128,0,1,-88
0.135.1.108.122.112,0.225.109.200.95.128,0,0,-87
0.135.1.108.122.112,0.225.109.200.95.128,0,1,-88
0.135.1.108.122.112,0.225.109.200.95.176,0,0,-91
0.135.1.108.122.112,0.225.109.200.95.176,0,1,-89
0.135.1.108.122.112,0.225.109.200.95.176,0,0,-91
0.135.1.108.122.112,0.225.109.200.95.176,0,1,-89
0.135.1.108.122.112,0.66.104.206.103.16,0,0,-94
0.135.1.108.122.112,0.66.104.206.103.16,0,1,-89
0.135.1.108.122.112,0.66.104.206.103.16,0,0,-94
0.135.1.108.122.112,0.66.104.206.103.16,0,1,-89
0.135.1.108.122.112,188.103.28.100.55.80,0,0,-93
0.135.1.108.122.112,188.103.28.100.55.80,0,1,-93
0.135.1.108.122.112,188.103.28.100.55.80,0,0,-93
0.135.1.108.122.112,188.103.28.100.55.80,0,1,-93
0.135.1.108.122.112,188.103.28.88.105.48,0,0,-81
0.135.1.108.122.112,188.103.28.88.105.48,0,1,-93
0.135.1.108.122.112,188.103.28.88.105.48,0,0,-81
0.135.1.108.122.112,188.103.28.88.105.48,0,1,-93
0.135.1.108.122.112,188.103.28.88.73.208,0,0,-91
0.135.1.108.122.112,188.103.28.88.73.208,0,1,-85
0.135.1.108.122.112,188.103.28.88.73.208,0,0,-91
0.135.1.108.122.112,188.103.28.88.73.208,0,1,-85
0.135.1.108.122.112,56.28.26.197.76.144,0,0,-87
0.135.1.108.122.112,56.28.26.197.76.144,0,1,-87
0.135.1.108.122.112,56.28.26.197.76.144,0,0,-87
0.135.1.108.122.112,56.28.26.197.76.144,0,1,-87
0.135.1.108.122.112,56.28.26.197.80.128,0,0,-80
0.135.1.108.122.112,56.28.26.197.80.128,0,1,-81
0.135.1.108.122.112,56.28.26.197.80.128,0,0,-80
0.135.1.108.122.112,56.28.26.197.80.128,0,1,-81
0.135.1.108.122.112,56.28.26.213.60.240,0,0,-82
0.135.1.108.122.112,56.28.26.213.60.240,0,1,-86
0.135.1.108.122.112,56.28.26.213.60.240,0,0,-82
0.135.1.108.122.112,56.28.26.213.60.240,0,1,-86
0.135.1.108.122.112,80.28.191.94.185.0,0,0,-92
0.135.1.108.122.112,80.28.191.94.185.0,0,1,-92
0.135.1.108.122.112,80.28.191.94.185.0,0,0,-92
0.135.1.108.122.112,80.28.191.94.185.0,0,1,-92
0.135.1.108.123.60,0.225.109.197.50.96,0,0,-88
0.135.1.108.123.60,0.225.109.197.50.96,0,1,-87
0.135.1.108.123.60,0.225.109.197.50.96,0,0,-88
0.135.1.108.123.60,0.225.109.197.50.96,0,1,-87
0.135.1.108.123.60,0.225.109.200.91.112,0,0,-91
0.135.1.108.123.60,0.225.109.200.91.112,0,1,-86
0.135.1.108.123.60,0.225.109.200.91.112,0,0,-91
0.135.1.108.123.60,0.225.109.200.91.112,0,1,-86
0.135.1.108.123.60,0.225.109.200.91.208,0,0,-90
0.135.1.108.123.60,0.225.109.200.91.208,0,1,-89
0.135.1.108.123.60,0.225.109.200.91.208,0,0,-90
0.135.1.108.123.60,0.225.109.200.91.208,0,1,-89
0.135.1.108.123.60,0.225.109.200.95.176,0,0,-79
0.135.1.108.123.60,0.225.109.200.95.176,0,1,-76
0.135.1.108.123.60,0.225.109.200.95.176,0,0,-79
0.135.1.108.123.60,0.225.109.200.95.176,0,1,-76
0.135.1.108.123.60,0.66.104.206.103.16,0,0,-82
0.135.1.108.123.60,0.66.104.206.103.16,0,1,-88
0.135.1.108.123.60,0.66.104.206.103.16,0,0,-82
0.135.1.108.123.60,0.66.104.206.103.16,0,1,-88
0.135.1.108.123.60,188.103.28.88.105.48,0,0,-91
0.135.1.108.123.60,188.103.28.88.105.48,0,1,-90
0.135.1.108.123.60,188.103.28.88.105.48,0,0,-91
0.135.1.108.123.60,188.103.28.88.105.48,0,1,-90
0.135.1.108.123.60,188.103.28.88.73.208,0,0,-92
0.135.1.108.123.60,188.103.28.88.73.208,0,1,-85
0.135.1.108.123.60,188.103.28.88.73.208,0,0,-92
0.135.1.108.123.60,188.103.28.88.73.208,0,1,-85
0.135.1.108.123.60,56.28.26.197.76.144,0,0,-86
0.135.1.108.123.60,56.28.26.197.76.144,0,1,-82
0.135.1.108.123.60,56.28.26.197.76.144,0,0,-86
0.135.1.108.123.60,56.28.26.197.76.144,0,1,-82
0.135.1.108.123.60,56.28.26.197.80.128,0,0,-89
0.135.1.108.123.60,56.28.26.197.80.128,0,1,-89
0.135.1.108.123.60,56.28.26.197.80.128,0,0,-89
0.135.1.108.123.60,56.28.26.197.80.128,0,1,-89
0.135.1.108.123.60,56.28.26.213.60.240,0,0,-87
0.135.1.108.123.60,56.28.26.213.60.240,0,1,-84
0.135.1.108.123.60,56.28.26.213.60.240,0,0,-87
0.135.1.108.123.60,56.28.26.213.60.240,0,1,-84
0.135.1.108.123.60,80.28.191.94.185.0,0,0,-82
0.135.1.108.123.60,80.28.191.94.185.0,0,1,-87
0.135.1.108.123.60,80.28.191.94.185.0,0,0,-82
0.135.1.108.123.60,80.28.191.94.185.0,0,1,-87
0.135.1.109.239.164,0.225.109.178.118.144,0,0,-84
0.135.1.109.239.164,0.225.109.178.118.144,0,1,-89
0.135.1.109.239.164,0.225.109.178.118.144,0,0,-84
0.135.1.109.239.164,0.225.109.178.118.144,0,1,-89
0.135.1.109.239.164,0.225.109.197.4.96,0,0,-84
0.135.1.109.239.164,0.225.109.197.4.96,0,1,-81
0.135.1.109.239.164,0.225.109.197.4.96,0,0,-84
0.135.1.109.239.164,0.225.109.197.4.96,0,1,-81
0.135.1.109.239.164,0.225.109.200.91.112,0,0,-80
0.135.1.109.239.164,0.225.109.200.91.112,0,1,-79
0.135.1.109.239.164,0.225.109.200.91.112,0,0,-80
0.135.1.109.239.164,0.225.109.200.91.112,0,1,-79
0.135.1.109.239.164,0.225.109.200.95.128,0,0,-75
0.135.1.109.239.164,0.225.109.200.95.128,0,1,-75
0.135.1.109.239.164,0.225.109.200.95.128,0,0,-75
0.135.1.109.239.164,0.225.109.200.95.128,0,1,-75
0.135.1.109.239.164,0.66.104.206.103.16,0,0,-74
0.135.1.109.239.164,0.66.104.206.103.16,0,1,-78
0.135.1.109.239.164,0.66.104.206.103.16,0,0,-74
0.135.1.109.239.164,0.66.104.206.103.16,0,1,-78
0.135.1.109.239.164,188.103.28.100.55.80,0,0,-57
0.135.1.109.239.164,188.103.28.100.55.80,0,1,-56
0.135.1.109.239.164,188.103.28.100.55.80,0,0,-57
0.135.1.109.239.164,188.103.28.100.55.80,0,1,-56
0.135.1.109.239.164,188.103.28.88.105.48,0,0,-82
0.135.1.109.239.164,188.103.28.88.105.48,0,1,-93
0.135.1.109.239.164,188.103.28.88.105.48,0,0,-82
0.135.1.109.239.164,188.103.28.88.105.48,0,1,-93
0.135.1.109.239.164,188.103.28.88.73.208,0,0,-86
0.135.1.109.239.164,188.103.28.88.73.208,0,1,-81
0.135.1.109.239.164,188.103.28.88.73.208,0,0,-86
0.135.1.109.239.164,188.103.28.88.73.208,0,1,-81
0.135.1.109.239.164,24.139.157.125.123.224,0,0,-86
0.135.1.109.239.164,24.139.157.125.123.224,0,1,-87
0.135.1.109.239.164,24.139.157.125.123.224,0,0,-86
0.135.1.109.239.164,24.139.157.125.123.224,0,1,-87
0.135.1.109.239.164,40.199.206.84.192.64,0,0,-84
0.135.1.109.239.164,40.199.206.84.192.64,0,1,-87
0.135.1.109.239.164,40.199.206.84.192.64,0,0,-84
0.135.1.109.239.164,40.199.206.84.192.64,0,1,-87
0.135.1.109.239.164,56.28.26.197.76.144,0,0,-72
0.135.1.109.239.164,56.28.26.197.76.144,0,1,-79
0.135.1.109.239.164,56.28.26.197.76.144,0,0,-72
0.135.1.109.239.164,56.28.26.197.76.144,0,1,-79
0.135.1.109.239.164,56.28.26.197.80.128,0,0,-80
0.135.1.109.239.164,56.28.26.197.80.128,0,1,-81
0.135.1.109.239.164,56.28.26.197.80.128,0,0,-80
0.135.1.109.239.164,56.28.26.197.80.128,0,1,-81
0.135.1.109.239.164,56.28.26.213.60.240,0,0,-75
0.135.1.109.239.164,56.28.26.213.60.240,0,1,-73
0.135.1.109.239.164,56.28.26.213.60.240,0,0,-75
0.135.1.109.239.164,56.28.26.213.60.240,0,1,-73
0.135.1.131.165.121,0.225.109.178.118.144,0,0,-93
0.135.1.131.165.121,0.225.109.178.118.144,0,1,-92
0.135.1.131.165.121,0.225.109.178.118.144,0,0,-93
0.135.1.131.165.121,0.225.109.178.118.144,0,1,-92
0.135.1.131.165.121,0.225.109.197.4.96,0,0,-93
0.135.1.131.165.121,0.225.109.197.4.96,0,1,-90
0.135.1.131.165.121,0.225.109.197.4.96,0,0,-93
0.135.1.131.165.121,0.225.109.197.4.96,0,1,-90
0.135.1.131.165.121,0.225.109.197.51.128,0,0,-89
0.135.1.131.165.121,0.225.109.197.51.128,0,1,-91
0.135.1.131.165.121,0.225.109.197.51.128,0,0,-89
0.135.1.131.165.121,0.225.109.197.51.128,0,1,-91
0.135.1.131.165.121,0.225.109.200.91.112,0,0,-78
0.135.1.131.165.121,0.225.109.200.91.112,0,1,-73
0.135.1.131.165.121,0.225.109.200.91.112,0,0,-78
0.135.1.131.165.121,0.225.109.200.91.112,0,1,-73
0.135.1.131.165.121,0.66.104.206.103.16,0,0,-97
0.135.1.131.165.121,0.66.104.206.103.16,0,1,-97
0.135.1.131.165.121,0.66.104.206.103.16,0,0,-97
0.135.1.131.165.121,0.66.104.206.103.16,0,1,-97
0.135.1.131.165.121,0.66.104.253.57.224,0,0,-97
0.135.1.131.165.121,0.66.104.253.57.224,0,1,-98
0.135.1.131.165.121,0.66.104.253.57.224,0,0,-97
0.135.1.131.165.121,0.66.104.253.57.224,0,1,-98
0.135.1.131.165.121,188.103.28.100.55.80,0,0,-61
0.135.1.131.165.121,188.103.28.100.55.80,0,1,-63
0.135.1.131.165.121,188.103.28.100.55.80,0,0,-61
0.135.1.131.165.121,188.103.28.100.55.80,0,1,-63
0.135.1.131.165.121,188.103.28.88.73.208,0,0,-90
0.135.1.131.165.121,188.103.28.88.73.208,0,1,-86
0.135.1.131.165.121,188.103.28.88.73.208,0,0,-90
0.135.1.131.165.121,188.103.28.88.73.208,0,1,-86
0.135.1.131.165.121,24.139.157.125.123.224,0,0,-85
0.135.1.131.165.121,24.139.157.125.123.224,0,1,-92
0.135.1.131.165.121,24.139.157.125.123.224,0,0,-85
0.135.1.131.165.121,24.139.157.125.123.224,0,1,-92
0.135.1.131.165.121,40.199.206.84.192.64,0,0,-91
0.135.1.131.165.121,40.199.206.84.192.64,0,1,-85
0.135.1.131.165.121,40.199.206.84.192.64,0,0,-91
0.135.1.131.165.121,40.199.206.84.192.64,0,1,-85
0.135.1.131.165.121,56.28.26.197.76.144,0,0,-75
0.135.1.131.165.121,56.28.26.197.76.144,0,1,-71
0.135.1.131.165.121,56.28.26.197.76.144,0,0,-75
0.135.1.131.165.121,56.28.26.197.76.144,0,1,-71
0.135.1.131.165.121,56.28.26.197.80.128,0,0,-81
0.135.1.131.165.121,56.28.26.197.80.128,0,1,-82
0.135.1.131.165.121,56.28.26.197.80.128,0,0,-81
0.135.1.131.165.121,56.28.26.197.80.128,0,1,-82
0.135.1.131.165.121,56.28.26.213.60.240,0,0,-90
0.135.1.131.165.121,56.28.26.213.60.240,0,1,-89
0.135.1.131.165.121,56.28.26.213.60.240,0,0,-90
0.135.1.131.165.121,56.28.26.213.60.240,0,1,-89
0.135.1.139.37.162,0.225.109.178.118.144,0,0,-94
0.135.1.139.37.162,0.225.109.178.118.144,0,1,-94
0.135.1.139.37.162,0.225.109.178.118.144,0,0,-94
0.135.1.139.37.162,0.225.109.178.118.144,0,1,-94
0.135.1.139.37.162,0.225.109.197.50.96,0,0,-95
0.135.1.139.37.162,0.225.109.197.50.96,0,1,-90
0.135.1.139.37.162,0.225.109.197.50.96,0,0,-95
0.135.1.139.37.162,0.225.109.197.50.96,0,1,-90
0.135.1.139.37.162,0.225.109.200.91.112,0,0,-79
0.135.1.139.37.162,0.225.109.200.91.112,0,1,-78
0.135.1.139.37.162,0.225.109.200.91.112,0,0,-79
0.135.1.139.37.162,0.225.109.200.91.112,0,1,-78
0.135.1.139.37.162,0.225.109.200.95.128,0,0,-84
0.135.1.139.37.162,0.225.109.200.95.128,0,1,-92
0.135.1.139.37.162,0.225.109.200.95.128,0,0,-84
0.135.1.139.37.162,0.225.109.200.95.128,0,1,-92
0.135.1.139.37.162,0.225.109.200.95.176,0,0,-90
0.135.1.139.37.162,0.225.109.200.95.176,0,1,-89
0.135.1.139.37.162,0.225.109.200.95.176,0,0,-90
0.135.1.139.37.162,0.225.109.200.95.176,0,1,-89
0.135.1.139.37.162,0.66.104.206.103.16,0,0,-84
0.135.1.139.37.162,0.66.104.206.103.16,0,1,-85
0.135.1.139.37.162,0.66.104.206.103.16,0,0,-84
0.135.1.139.37.162,0.66.104.206.103.16,0,1,-85
0.135.1.139.37.162,188.103.28.100.55.80,0,0,-91
0.135.1.139.37.162,188.103.28.100.55.80,0,1,-92
0.135.1.139.37.162,188.103.28.100.55.80,0,0,-91
0.135.1.139.37.162,188.103.28.100.55.80,0,1,-92
0.135.1.139.37.162,188.103.28.88.105.48,0,0,-88
0.135.1.139.37.162,188.103.28.88.105.48,0,1,-91
0.135.1.139.37.162,188.103.28.88.105.48,0,0,-88
0.135.1.139.37.162,188.103.28.88.105.48,0,1,-91
0.135.1.139.37.162,188.103.28.88.73.208,0,0,-92
0.135.1.139.37.162,188.103.28.88.73.208,0,1,-87
0.135.1.139.37.162,188.103.28.88.73.208,0,0,-92
0.135.1.139.37.162,188.103.28.88.73.208,0,1,-87
0.135.1.139.37.162,244.207.226.99.33.16,0,0,-95
0.135.1.139.37.162,244.207.226.99.33.16,0,1,-96
0.135.1.139.37.162,244.207.226.99.33.16,0,0,-95
0.135.1.139.37.162,244.207.226.99.33.16,0,1,-96
0.135.1.139.37.162,56.28.26.197.76.144,0,0,-89
0.135.1.139.37.162,56.28.26.197.76.144,0,1,-87
0.135.1.139.37.162,56.28.26.197.76.144,0,0,-89
0.135.1.139.37.162,56.28.26.197.76.144,0,1,-87
0.135.1.139.37.162,56.28.26.197.80.128,0,0,-79
0.135.1.139.37.162,56.28.26.197.80.128,0,1,-81
0.135.1.139.37.162,56.28.26.197.80.128,0,0,-79
0.135.1.139.37.162,56.28.26.197.80.128,0,1,-81
0.135.1.139.37.162,56.28.26.213.60.240,0,0,-87
0.135.1.139.37.162,56.28.26.213.60.240,0,1,-89
