episode,total_rate_mbps,mean_fairness,loss,reward_sum,grad_norm,lr,duration_sec,mean_pwr_idx
1,638836.3148803711,0.6737332984805107,-0.019902238622307777,234.3223419189453,0.43522927165031433,0.0002999814948722491,9.785027027130127,1.626
2,635802.0707397461,0.6747793477773666,0.010936555452644825,234.2065887451172,0.7950044870376587,0.0002999259840548597,6.551764011383057,1.552
3,630156.5272216797,0.6816014379262925,-0.016057796776294708,233.88270568847656,0.35799628496170044,0.0002998334812442955,6.459000825881958,1.594
4,637408.8883056641,0.6894492530822753,-0.021650828421115875,235.45974731445312,0.6579695343971252,0.0002997040092642407,6.324207067489624,1.58
5,618343.8232421875,0.67551393866539,0.003907060716301203,232.16798400878906,0.35495296120643616,0.00029953760005996916,6.202593088150024,1.638
6,637694.8011474609,0.6800852945446968,0.030399933457374573,235.3608856201172,0.6060621738433838,0.000299334294690462,5.929280042648315,1.542
7,638039.0302734375,0.6892067533731461,-0.001110076904296875,234.87794494628906,0.28432586789131165,0.00029909414331827697,5.9185919761657715,1.53
8,630118.9538574219,0.6794017243385315,0.03993130847811699,234.81570434570312,0.5525179505348206,0.0002988172051971717,5.658078908920288,1.578
9,645593.7336425781,0.6867968708276748,0.0005217457073740661,235.23458862304688,0.7227411866188049,0.00029850354865748363,5.636049032211304,1.528
10,636300.8400878906,0.6853270834684372,0.02525930479168892,235.21815490722656,0.5504626035690308,0.0002981532510892707,5.332155227661133,1.52
11,645606.8775024414,0.6860044369101524,-0.0498478040099144,235.0396728515625,0.5322011113166809,0.0002977663989232161,5.5487799644470215,1.384
12,624651.6434326172,0.6806022146344185,-0.012862062081694603,233.60702514648438,0.6105055809020996,0.0002973430876093033,5.5206639766693115,1.486
13,629442.2767333984,0.6796714845299721,0.031287334859371185,234.70217895507812,0.6601113080978394,0.00029688342159326487,5.259164094924927,1.474
14,637936.5505371094,0.6863328921794891,0.05067731812596321,234.3658905029297,0.43034815788269043,0.00029638751429081215,5.529914855957031,1.472
15,639340.5845947266,0.6920802935957908,-0.04135667905211449,235.78817749023438,0.3407444655895233,0.0002958554880596515,5.348779201507568,1.472
16,647989.3208007812,0.6907338768243789,0.005967759992927313,234.60911560058594,0.6152303814888,0.00029528747416929463,5.27502179145813,1.438
17,636194.5997314453,0.6818836706876755,-0.027973489835858345,234.89146423339844,0.38679182529449463,0.0002946836127686697,5.0609211921691895,1.476
18,642889.1005859375,0.6896046513319015,0.008828611113131046,234.97496032714844,0.5756837129592896,0.0002940440528515414,5.523408889770508,1.42
19,658414.6145019531,0.6871681606769562,-0.007390575483441353,235.63975524902344,0.5455633401870728,0.00029336895221974946,5.346286058425903,1.47
20,616983.5894775391,0.6786216682195664,-0.005703458562493324,234.13461303710938,0.73044353723526,0.000292658477444273,5.230316638946533,1.522
21,645049.9067382812,0.6834621304273605,0.0047490596771240234,235.0718231201172,0.5895445346832275,0.00029191280382413173,5.2999818325042725,1.4
22,643503.0344238281,0.6828361910581588,0.07367702573537827,234.14573669433594,0.5566693544387817,0.00029113211534313374,5.318158864974976,1.42
23,657154.2902832031,0.6935226076841354,0.03524388372898102,236.29214477539062,0.6772182583808899,0.00029031660462448003,5.109827041625977,1.338
24,648598.8016357422,0.6840111094713212,-0.0068219853565096855,235.4287109375,0.4116075038909912,0.0002894664728832376,5.22312593460083,1.422
25,649229.1398925781,0.6788361495733262,-0.0009138297755271196,234.28517150878906,0.5988047122955322,0.0002885819298766929,5.151795148849487,1.44
26,632640.0700683594,0.6722029364109039,-0.01612352393567562,234.5085906982422,0.705795407295227,0.000287663193852597,5.437457084655762,1.492
27,633588.0267333984,0.6753777754306793,-0.011961889453232288,234.66738891601562,0.7535049319267273,0.00028671049149531664,5.1584789752960205,1.392
28,656260.8344726562,0.6839258193969726,0.07053787261247635,236.00619506835938,0.688123881816864,0.0002857240578699028,5.030725717544556,1.366
29,645473.3803100586,0.6784409973025322,-0.0528927706182003,234.65174865722656,0.5628169775009155,0.00028470413636409215,5.176125764846802,1.404
30,659746.6876220703,0.6886404454708099,-0.034860800951719284,236.56788635253906,0.7299914360046387,0.00028365097862825497,5.239962816238403,1.362
31,663669.1251220703,0.6957102096080781,-0.0066591547802090645,237.16705322265625,0.2682400941848755,0.00028256484451330387,5.203888893127441,1.432
32,656654.8393554688,0.688243772983551,0.03926488757133484,235.22073364257812,0.6679365634918213,0.00028144600200657934,5.122650146484375,1.34
33,641774.3695068359,0.6810240024328231,0.09446334838867188,234.3892364501953,1.0685465335845947,0.0002802947271657285,5.054728031158447,1.366
34,671593.0026855469,0.6910284221172333,0.01669594831764698,236.88006591796875,0.4549735188484192,0.00027911130405059136,5.183932065963745,1.436
35,637171.6348876953,0.6756405574083328,0.04347090795636177,234.6754150390625,0.7881473302841187,0.00027789602465311367,5.039367914199829,1.372
36,648877.2946166992,0.686371856033802,-0.011341123841702938,233.80177307128906,0.5014017224311829,0.0002766491888253021,4.994484186172485,1.322
37,647254.3133544922,0.6829071262478829,-0.02814868837594986,235.08250427246094,0.48270079493522644,0.00027537110420524036,5.107831001281738,1.348
38,661277.3522949219,0.6905819082260132,-0.027159033343195915,236.96315002441406,0.5357663631439209,0.0002740620861411841,5.405103921890259,1.354
39,635466.3077392578,0.6888671356439591,0.03807755559682846,234.16346740722656,0.7798632979393005,0.00027272245761375335,5.160868167877197,1.436
