mac_cliente,mac_ap,banda,antena,rssi,date,time,client_index,block_index,timestamp_real,timeframe
176.197.89.188.18.183,0.66.104.213.240.0,0,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,0.66.104.213.240.0,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,0.66.104.213.240.0,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.106.167.16,0,0,-49.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.106.167.16,0,1,-54.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.106.167.16,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.106.167.16,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.125.172.128,0,0,-71.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.125.172.128,0,1,-68.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.125.172.128,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.125.172.128,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.67.64,0,0,-94.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.67.64,0,1,-93.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.67.64,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.67.64,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.103.160,0,0,-83.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.103.160,0,1,-79.0,2018-11-05,11:05:00,32.0,2.0,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.103.160,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
176.197.89.188.18.183,44.208.45.127.103.160,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,43
180.191.246.149.46.205,0.66.104.213.240.0,0,0,-56.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,0.66.104.213.240.0,0,1,-55.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,0.66.104.213.240.0,1,0,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,0.66.104.213.240.0,1,1,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.106.167.16,0,0,-98.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.106.167.16,0,1,-97.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.106.167.16,1,0,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.106.167.16,1,1,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.125.172.128,0,0,-81.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.125.172.128,0,1,-81.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.125.172.128,1,0,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.125.172.128,1,1,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.67.64,0,0,-48.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.67.64,0,1,-51.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.67.64,1,0,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.67.64,1,1,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.103.160,0,0,-92.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.103.160,0,1,-90.0,2018-11-15,15:05:00,33.0,2.0,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.103.160,1,0,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
180.191.246.149.46.205,44.208.45.127.103.160,1,1,-101.0,2018-11-15,15:05:00,,,2018-11-15 15:05:00,43
0.135.1.143.215.55,0.66.104.213.240.0,0,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,0.66.104.213.240.0,0,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,0.66.104.213.240.0,1,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,0.66.104.213.240.0,1,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.106.167.16,0,0,-88.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.106.167.16,0,1,-94.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.106.167.16,1,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.106.167.16,1,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.125.172.128,0,0,-95.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.125.172.128,0,1,-95.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.125.172.128,1,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.125.172.128,1,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.67.64,0,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.67.64,0,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.67.64,1,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.67.64,1,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.103.160,0,0,-60.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.103.160,0,1,-64.0,2018-11-21,15:05:00,1.0,11.0,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.103.160,1,0,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
0.135.1.143.215.55,44.208.45.127.103.160,1,1,-101.0,2018-11-21,15:05:00,,,2018-11-21 15:05:00,44
176.197.89.188.18.183,0.66.104.213.240.0,0,0,-94.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,0.66.104.213.240.0,0,1,-93.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,0.66.104.213.240.0,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,0.66.104.213.240.0,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.106.167.16,0,0,-51.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.106.167.16,0,1,-48.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.106.167.16,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.106.167.16,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.125.172.128,0,0,-62.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.125.172.128,0,1,-68.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.125.172.128,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.125.172.128,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.67.64,0,0,-92.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.67.64,0,1,-92.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.67.64,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.67.64,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.103.160,0,0,-88.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.103.160,0,1,-88.0,2018-11-05,15:05:00,32.0,19.0,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.103.160,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
176.197.89.188.18.183,44.208.45.127.103.160,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,0.66.104.213.240.0,0,0,-98.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,0.66.104.213.240.0,0,1,-99.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,0.66.104.213.240.0,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,0.66.104.213.240.0,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.106.167.16,0,0,-68.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.106.167.16,0,1,-51.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.106.167.16,1,0,-88.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.106.167.16,1,1,-76.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.125.172.128,0,0,-49.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.125.172.128,0,1,-39.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.125.172.128,1,0,-55.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.125.172.128,1,1,-57.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.67.64,0,0,-90.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.67.64,0,1,-90.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.67.64,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.67.64,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.103.160,0,0,-88.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.103.160,0,1,-86.0,2018-11-05,15:05:00,45.0,4.0,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.103.160,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
224.118.208.87.137.208,44.208.45.127.103.160,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,44
0.135.1.143.215.55,0.66.104.213.240.0,0,0,-98.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,0.66.104.213.240.0,0,1,-99.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,0.66.104.213.240.0,1,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,0.66.104.213.240.0,1,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.106.167.16,0,0,-87.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.106.167.16,0,1,-91.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.106.167.16,1,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.106.167.16,1,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.125.172.128,0,0,-96.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.125.172.128,0,1,-96.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.125.172.128,1,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.125.172.128,1,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.67.64,0,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.67.64,0,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.67.64,1,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.67.64,1,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.103.160,0,0,-71.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.103.160,0,1,-67.0,2018-11-22,11:05:00,1.0,5.0,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.103.160,1,0,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
0.135.1.143.215.55,44.208.45.127.103.160,1,1,-101.0,2018-11-22,11:05:00,,,2018-11-22 11:05:00,45
172.253.206.125.31.69,0.66.104.213.240.0,0,0,-97.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,0.66.104.213.240.0,0,1,-99.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,0.66.104.213.240.0,1,0,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
172.253.206.125.31.69,0.66.104.213.240.0,1,1,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.106.167.16,0,0,-51.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.106.167.16,0,1,-49.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.106.167.16,1,0,-73.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.106.167.16,1,1,-71.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.125.172.128,0,0,-36.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.125.172.128,0,1,-41.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.125.172.128,1,0,-55.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.125.172.128,1,1,-52.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.67.64,0,0,-92.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.67.64,0,1,-91.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.67.64,1,0,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.67.64,1,1,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.103.160,0,0,-91.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.103.160,0,1,-80.0,2018-11-12,11:05:00,31.0,3.0,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.103.160,1,0,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
172.253.206.125.31.69,44.208.45.127.103.160,1,1,-101.0,2018-11-12,11:05:00,,,2018-11-12 11:05:00,45
176.197.89.188.18.183,0.66.104.213.240.0,0,0,-97.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,0.66.104.213.240.0,0,1,-97.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,0.66.104.213.240.0,1,0,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,0.66.104.213.240.0,1,1,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.106.167.16,0,0,-72.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.106.167.16,0,1,-65.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.106.167.16,1,0,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.106.167.16,1,1,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.125.172.128,0,0,-55.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.125.172.128,0,1,-59.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.125.172.128,1,0,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.125.172.128,1,1,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.67.64,0,0,-92.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.67.64,0,1,-91.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.67.64,1,0,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.67.64,1,1,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.103.160,0,0,-73.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.103.160,0,1,-75.0,2018-11-06,11:05:00,32.0,3.0,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.103.160,1,0,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
176.197.89.188.18.183,44.208.45.127.103.160,1,1,-101.0,2018-11-06,11:05:00,,,2018-11-06 11:05:00,45
172.253.206.125.31.69,0.66.104.213.240.0,0,0,-99.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,0.66.104.213.240.0,0,1,-97.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,0.66.104.213.240.0,1,0,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
172.253.206.125.31.69,0.66.104.213.240.0,1,1,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.106.167.16,0,0,-60.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.106.167.16,0,1,-60.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.106.167.16,1,0,-72.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.106.167.16,1,1,-70.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.125.172.128,0,0,-33.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.125.172.128,0,1,-37.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.125.172.128,1,0,-50.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.125.172.128,1,1,-50.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.67.64,0,0,-95.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.67.64,0,1,-94.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.67.64,1,0,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.67.64,1,1,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.103.160,0,0,-91.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.103.160,0,1,-84.0,2018-11-13,15:05:00,31.0,12.0,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.103.160,1,0,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
172.253.206.125.31.69,44.208.45.127.103.160,1,1,-101.0,2018-11-13,15:05:00,,,2018-11-13 15:05:00,46
176.197.89.188.18.183,0.66.104.213.240.0,0,0,-98.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,0.66.104.213.240.0,0,1,-97.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,0.66.104.213.240.0,1,0,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,0.66.104.213.240.0,1,1,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.106.167.16,0,0,-34.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.106.167.16,0,1,-32.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.106.167.16,1,0,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.106.167.16,1,1,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.125.172.128,0,0,-55.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.125.172.128,0,1,-57.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.125.172.128,1,0,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.125.172.128,1,1,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.67.64,0,0,-95.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.67.64,0,1,-96.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.67.64,1,0,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.67.64,1,1,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.103.160,0,0,-88.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.103.160,0,1,-71.0,2018-11-06,15:05:00,32.0,20.0,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.103.160,1,0,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
176.197.89.188.18.183,44.208.45.127.103.160,1,1,-101.0,2018-11-06,15:05:00,,,2018-11-06 15:05:00,46
172.253.206.125.31.69,0.66.104.213.240.0,0,0,-99.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,0.66.104.213.240.0,0,1,-98.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,0.66.104.213.240.0,1,0,-101.0,2018-11-14,15:05:00,,,2018-11-14 15:05:00,47
172.253.206.125.31.69,0.66.104.213.240.0,1,1,-101.0,2018-11-14,15:05:00,,,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.106.167.16,0,0,-67.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.106.167.16,0,1,-63.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.106.167.16,1,0,-75.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.106.167.16,1,1,-65.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.125.172.128,0,0,-101.0,2018-11-14,15:05:00,,,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.125.172.128,0,1,-101.0,2018-11-14,15:05:00,,,2018-11-14 15:05:00,47
172.253.206.125.31.69,44.208.45.125.172.128,1,0,-43.0,2018-11-14,15:05:00,31.0,13.0,2018-11-14 15:05:00,47
